i,q,symbol,bin
-0.8744505,-0.4851148,0,6
0.9231606,-0.3844145,0,7
-0.6386210,0.7695214,0,8
0.5332008,-0.8459888,0,9
0.8133374,0.5817923,0,10
0.9259917,-0.3775439,0,11
0.9500573,0.3120754,0,12
-0.1292536,-0.9916115,0,13
-0.0000692,-1.0000000,0,14
0.6551085,-0.7555348,0,15
0.6195272,-0.7849752,0,16
-0.9555001,0.2949908,0,17
0.1439221,-0.9895890,0,18
0.1701344,0.9854209,0,19
0.4874425,-0.8731551,0,20
-0.5664978,-0.8240632,0,21
0.9313046,0.3642414,0,22
0.9911740,-0.1325668,0,23
-0.7657357,-0.6431553,0,24
-0.7260457,0.6876464,0,25
-0.9999875,-0.0050082,0,26
0.3172330,-0.9483476,0,27
-0.6641887,0.7475649,0,28
-0.3320728,0.9432538,0,29
-0.3035878,-0.9528035,0,30
0.9577285,-0.2876737,0,31
-0.1474340,0.9890719,0,32
-0.8545461,-0.5193756,0,33
-0.7217813,-0.6921212,0,34
-0.9859682,-0.1669332,0,35
0.9957919,0.0916443,0,36
0.9478590,-0.3186899,0,37
0.7909656,-0.6118607,0,38
-0.8187256,-0.5741850,0,39
-0.7477219,0.6640121,0,40
0.8046502,-0.5937492,0,41
-0.9999379,0.0111429,0,42
-0.4701755,-0.8825729,0,43
0.9830433,0.1833739,0,44
0.2378374,0.9713050,0,45
0.0830923,0.9965419,0,46
0.9311035,-0.3647550,0,47
-0.6882795,-0.7254456,0,48
-0.9901010,0.1403563,0,49
0.5777285,-0.8162290,0,50
-0.6079029,0.7940114,0,51
0.6638046,-0.7479060,0,52
-0.9536545,-0.3009039,0,53
-0.5209785,-0.8535698,0,54
-0.9608557,-0.2770491,0,55
0.4799383,0.8773022,0,56
0.9936005,-0.1129512,0,57
-0.9404010,0.3400675,0,58
0.7602400,0.6496423,0,59
0.9230663,-0.3846409,0,60
0.5753596,-0.8179005,0,61
0.7194812,-0.6945120,0,62
0.7173354,0.6967281,0,63
0.1608097,0.9869854,0,64
-0.7313959,-0.6819531,0,65
0.6220789,-0.7829546,0,66
-0.9996132,0.0278108,0,67
0.4527417,-0.8916417,0,68
-0.5033844,0.8640627,0,69
-0.9599180,0.2802811,0,70
0.9513016,-0.3082618,0,71
0.9352069,0.3541016,0,72
-0.8978642,0.4402727,0,73
-0.6146007,-0.7888384,0,74
0.0147202,0.9998916,0,75
-0.3203434,0.9473015,0,76
-0.6779563,-0.7351022,0,77
0.3996145,0.9166833,0,78
-0.6877244,-0.7259719,0,79
0.4917694,0.8707255,0,80
0.9780061,0.2085760,0,81
-0.3625325,-0.9319712,1,-79
-0.2751526,-0.9614006,1,-78
0.2783093,0.9604915,1,-77
-0.9398035,-0.3417153,1,-76
0.5765423,0.8170673,1,-75
0.9469685,0.3213265,1,-74
0.9836572,0.1800515,1,-73
-0.6054345,0.7958951,1,-72
0.8005196,0.5993065,1,-71
-0.7551325,-0.6555722,1,-70
-0.4196607,-0.9076810,1,-69
0.5633693,0.8262052,1,-68
-0.9414397,0.3371814,1,-67
0.7639074,0.6453259,1,-66
-0.9821600,0.1880471,1,-65
0.3092053,-0.9509953,1,-64
-0.5513061,-0.8343030,1,-63
-0.9618694,0.2735093,1,-62
-0.0612402,-0.9981230,1,-61
0.2322806,0.9726488,1,-60
0.9879392,-0.1548426,1,-59
0.6274405,-0.7786645,1,-58
-0.9104475,-0.4136246,1,-57
0.7646430,0.6444541,1,-56
-0.6436638,-0.7653084,1,-55
0.5904980,0.8070391,1,-54
-0.9408968,-0.3386934,1,-53
-0.3162318,-0.9486820,1,-52
0.2412059,-0.9704739,1,-51
-0.0566722,0.9983928,1,-50
0.2240655,-0.9745741,1,-49
-0.9347049,0.3554247,1,-48
0.9978574,0.0654262,1,-47
0.6020430,-0.7984637,1,-46
0.8971174,0.4417922,1,-45
-0.6718189,0.7407154,1,-44
0.7856744,0.6186402,1,-43
-0.4086100,-0.9127091,1,-42
-0.2539385,0.9672203,1,-41
0.0266745,0.9996442,1,-40
0.9448666,-0.3274554,1,-39
0.7757101,-0.6310894,1,-38
0.7780128,0.6282485,1,-37
-0.9981576,0.0606748,1,-36
0.4887878,-0.8724027,1,-35
-0.9865713,0.1633312,1,-34
0.2935200,-0.9559529,1,-33
-0.2264155,0.9740308,1,-32
0.3412549,0.9399708,1,-31
-0.9004846,0.4348880,1,-30
0.6263970,-0.7795042,1,-29
0.6171835,0.7868193,1,-28
0.6737491,-0.7389601,1,-27
0.4151305,-0.9097618,1,-26
-0.4910434,-0.8711352,1,-25
-0.5899915,-0.8074094,1,-24
0.5361425,-0.8441275,1,-23
-0.6882470,0.7254764,1,-22
0.7749016,0.6320820,1,-21
0.3988594,0.9170121,1,-20
-0.9842702,-0.1766696,1,-19
-0.9902580,-0.1392452,1,-18
-0.8622733,0.5064431,1,-17
-0.8959586,-0.4441375,1,-16
-0.5918981,-0.8060128,1,-15
-0.5349932,-0.8448564,1,-14
0.1096725,0.9939678,1,-13
-0.9833744,-0.1815902,1,-12
-0.9147418,-0.4040388,1,-11
-0.9489881,-0.3153118,1,-10
0.9382978,0.3458283,1,-9
-0.9998817,0.0153807,1,-8
-0.1785043,0.9839392,1,-7
-0.9121951,-0.4097560,1,-6
0.1850410,0.9827308,1,-5
-0.8209103,-0.5710572,1,-4
0.9906591,-0.1363615,1,-3
-0.1247041,-0.9921940,1,-2
0.2378657,0.9712980,1,-1
0.1657146,-0.9861737,1,1
0.5114098,-0.8593370,1,2
0.9992934,0.0375849,1,3
-0.9999996,0.0009028,1,4
0.1555496,-0.9878281,1,5
-0.6366349,-0.7711653,1,6
0.7671557,-0.6414610,1,7
-0.9997104,0.0240615,1,8
0.0034558,-0.9999940,1,9
-0.9869065,0.1612934,1,10
-0.3279171,0.9447065,1,11
0.9826698,-0.1853647,1,12
0.9378023,-0.3471698,1,13
0.9101598,0.4142572,1,14
0.6309922,-0.7757892,1,15
-0.9605895,0.2779710,1,16
0.2152126,0.9765672,1,17
0.7509906,-0.6603129,1,18
0.9962447,-0.0865823,1,19
0.2972653,0.9547949,1,20
-0.5326328,0.8463464,1,21
-0.8622842,0.5064247,1,22
0.6572611,0.7536629,1,23
-0.6879487,-0.7257593,1,24
-0.6813400,-0.7319671,1,25
0.7007954,0.7133623,1,26
-0.8283213,0.5602533,1,27
-0.8928774,0.4502998,1,28
